AEM27004.1	AEM27004.1	170	361
AEM27004.1	AEM26863.1	170	291
AEM27004.1	AEM30639.1	170	289
AEM27004.1	AEM31481.1	170	286
AEM27004.1	ABY61343.1	170	285
AEM27004.1	AEM31751.1	170	280
AEM27004.1	AEM30729.1	170	278
AEM27004.1	CBK52811.1	170	276
AEM27004.1	AEM25771.1	170	275
AEM27004.1	AEM26927.1	170	273
AEM27004.1	AEM32073.1	170	271
AEM27004.1	AEM26584.1	170	271
AEM27004.1	AEM27374.1	170	269
AEM27004.1	AEM26549.1	170	267
AEM27004.1	AEM26799.1	170	267
AEM27004.1	CBK52772.1	170	266
AEM27004.1	AEM25849.1	170	266
AEM27004.1	AEM30840.1	170	266
AEM27004.1	AEM32422.1	170	266
AEM27004.1	AEM25881.1	170	266
AEM27004.1	AEM28905.1	170	265
AEM27004.1	AEM31029.1	170	264
AEM27004.1	AEM25419.1	170	263
AEM27004.1	AEM29054.1	170	262
AEM27004.1	AEM31641.1	170	260
AEM27004.1	AIL01313.1	170	259
AEM27004.1	AEM31095.1	170	257
AEM27004.1	AEM27830.1	170	257
AEM27004.1	AEM28735.1	170	256
AEM27004.1	CBK52737.1	170	256
AEM27004.1	AEM28382.1	170	253
AEM27004.1	AEM28322.1	170	252
AEM27004.1	AEM30022.1	170	251
AEM27004.1	CAD79795.1	170	263
AEM27004.1	AEM32509.1	170	251
AEM27004.1	AEM31943.1	170	249
AEM27004.1	AEM27737.1	170	249
AEM27004.1	BCS24847.1	170	259
AEM27004.1	AEM28980.1	170	249
AEM27004.1	AEM30557.1	170	249
AEM27004.1	AEM28005.1	170	249
AEM27004.1	AEM27982.1	170	249
AEM27004.1	AEM28035.1	170	249
AEM27004.1	AEM30505.1	170	249
AEM27004.1	AEM30549.1	170	249
AEM27004.1	AEM28119.1	170	248
AEM27004.1	AEM28125.1	170	248
AEM27004.1	AEM33810.1	170	247
AEM27004.1	AEM26036.1	170	247
AEM27004.1	AEM34404.1	170	246
AEM27004.1	AEM30833.1	170	246
AEM27004.1	AEM31116.1	170	246
AEM27004.1	AEM28510.1	170	244
AEM27004.1	AEM28528.1	170	244
AEM27004.1	AEM29673.1	170	244
AEM27004.1	AEM30473.1	170	243
AEM27004.1	AEM34078.1	170	243
AEM27004.1	AEM27845.1	170	243
AEM27004.1	AEM31595.1	170	242
AEM27004.1	AEM34746.1	170	241
AEM27004.1	AEM26889.1	170	241
AEM27004.1	AKV16370.1	170	250
AEM27004.1	AEM29806.1	170	240
AEM27004.1	AEM31250.1	170	240
AEM27004.1	AEM29100.1	170	239
AEM27004.1	AEM34761.1	170	239
AEM27004.1	AEM33275.1	170	239
AEM27004.1	AEM29870.1	170	239
AEM27004.1	AEM29994.1	170	239
AEM27004.1	AEM35906.1	170	238
AEM27004.1	AEM35743.1	170	238
AEM27004.1	AEM35742.1	170	238
AEM27004.1	AEM31101.1	170	238
AEM27004.1	AEM32488.1	170	237
AEM27004.1	AEM31928.1	170	237
AEM27004.1	AEM35908.1	170	235
AEM27004.1	AEM31933.1	170	232
AEM27004.1	AEM31927.1	170	231
